"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CTD-2369P2.2"	0.0024535951875435	0.488241159078291	0.366	0.218	1	"3"	"CTD-2369P2.2"
"IRF9"	0.00245913504815256	0.395651608308594	0.688	0.503	1	"3"	"IRF9"
"UBE2V2"	0.00247117772970316	0.494619393686124	0.339	0.209	1	"3"	"UBE2V2"
"EFTUD21"	0.0024771011876605	0.462771384525754	0.348	0.211	1	"3"	"EFTUD2"
"DCTD"	0.0024927964981012	0.520999980715196	0.259	0.146	1	"3"	"DCTD"
"MPC2"	0.00249687155303048	0.470187779697133	0.402	0.249	1	"3"	"MPC2"
"LCMT1"	0.0025436944006024	0.441295536852517	0.277	0.152	1	"3"	"LCMT1"
"SAMHD1"	0.00255597251847673	0.401658418036597	0.598	0.422	1	"3"	"SAMHD1"
"FBXW5"	0.00255875450030684	0.377693336315426	0.455	0.288	1	"3"	"FBXW5"
"PSMD132"	0.00256554630257186	0.460486727670837	0.571	0.401	1	"3"	"PSMD13"
"METTL5"	0.00257493017144425	0.51324089114967	0.259	0.139	1	"3"	"METTL5"
"RPSAP531"	0.00257523394053191	0.270307885696027	0.482	0.321	1	"3"	"RPSAP53"
"HLA-DMA"	0.0025831375480187	0.443501621744638	0.464	0.305	1	"3"	"HLA-DMA"
"GLIPR1"	0.00260351559573548	0.334468906434107	0.527	0.329	1	"3"	"GLIPR1"
"CD164"	0.00260817515146568	0.389541284672255	0.741	0.545	1	"3"	"CD164"
"TRAPPC11"	0.0026127804937723	0.321152304130098	0.268	0.146	1	"3"	"TRAPPC11"
"TOLLIP"	0.00261572183898572	0.419162530050936	0.286	0.166	1	"3"	"TOLLIP"
"CLDND1"	0.002636992559493	0.437151542250605	0.625	0.403	1	"3"	"CLDND1"
"LRP10"	0.00264196621411329	0.456858518363541	0.402	0.275	1	"3"	"LRP10"
"LEPRE1"	0.0026466769646729	0.450333951004461	0.259	0.145	1	"3"	"LEPRE1"
"SNRPG1"	0.00265290509119241	0.445325658484104	0.464	0.302	1	"3"	"SNRPG"
"LSM71"	0.00266108273182202	0.462234213585026	0.393	0.246	1	"3"	"LSM7"
"LDHAP31"	0.00267528028775574	0.28010385738548	0.446	0.316	1	"3"	"LDHAP3"
"UNC45A"	0.00268420211978673	0.511763771731211	0.268	0.154	1	"3"	"UNC45A"
"CRTAP1"	0.00270167401456419	0.519620282540389	0.357	0.234	1	"3"	"CRTAP"
"TVP23B"	0.00272403364308669	0.391619635499045	0.286	0.157	1	"3"	"TVP23B"
"GRN"	0.00272836813089119	0.445963528644193	0.339	0.194	1	"3"	"GRN"
"NSMCE1"	0.00277971237340289	0.507484737543156	0.268	0.151	1	"3"	"NSMCE1"
"RIOK3"	0.00282101717525477	0.40284878609256	0.446	0.28	1	"3"	"RIOK3"
"CFDP1"	0.0028292170105535	0.451673003091765	0.321	0.198	1	"3"	"CFDP1"
"MAVS1"	0.00288826132016311	0.362081680096254	0.304	0.175	1	"3"	"MAVS"
"SUMO3"	0.00289250234485009	0.35969368714908	0.464	0.28	1	"3"	"SUMO3"
"AC005795.1"	0.00291244397194923	0.259107523496131	0.402	0.248	1	"3"	"AC005795.1"
"GPI"	0.00291924279240756	0.317990628913035	0.821	0.65	1	"3"	"GPI"
"FBXL51"	0.0029211296002712	0.405281200900922	0.438	0.288	1	"3"	"FBXL5"
"NCALD1"	0.00293252310621504	0.426922035009211	0.366	0.232	1	"3"	"NCALD"
"MAP1LC3B1"	0.0029487724427181	0.416227385263103	0.688	0.456	1	"3"	"MAP1LC3B"
"CARS"	0.00294994785738856	0.452263585280313	0.312	0.191	1	"3"	"CARS"
"SLC35F2"	0.00297409225178765	0.335061985773593	0.42	0.262	1	"3"	"SLC35F2"
"CCNG1"	0.00297763662294212	0.45252298050339	0.375	0.241	1	"3"	"CCNG1"
"NDUFA5"	0.00297949602761544	0.409198734209042	0.464	0.309	1	"3"	"NDUFA5"
"MFSD11"	0.00300150806195985	0.364248638834898	0.375	0.239	1	"3"	"MFSD11"
"DYNLRB1"	0.00301306293977832	0.44668395385255	0.571	0.369	1	"3"	"DYNLRB1"
"AASDHPPT"	0.00301312821000228	0.414065840126235	0.268	0.147	1	"3"	"AASDHPPT"
"MCCC21"	0.00303050062549996	0.443199613454127	0.339	0.206	1	"3"	"MCCC2"
"CCM21"	0.00304586817634433	0.417743698716347	0.464	0.309	1	"3"	"CCM2"
"UBE3A"	0.00305265741608775	0.308072053490764	0.411	0.268	1	"3"	"UBE3A"
"SPTLC1"	0.0030551126318682	0.405480659788033	0.277	0.155	1	"3"	"SPTLC1"
"METTL21A1"	0.0030623699051519	0.430286084236648	0.286	0.174	1	"3"	"METTL21A"
"FARS2"	0.00307909938779728	0.390976134509235	0.25	0.136	1	"3"	"FARS2"
"UBE2V11"	0.0030827758473646	0.378579278720374	0.741	0.52	1	"3"	"UBE2V1"
"TMA71"	0.00308620676824254	0.367313580345568	0.893	0.659	1	"3"	"TMA7"
"SHC1"	0.00308729644602271	0.391541980896482	0.357	0.225	1	"3"	"SHC1"
"PPP3CA"	0.00311590304859014	0.398844163921275	0.402	0.276	1	"3"	"PPP3CA"
"SEC22B"	0.00313654610732194	0.331329097834155	0.723	0.501	1	"3"	"SEC22B"
"SATB1"	0.00314521335662566	0.412562392769642	0.455	0.326	1	"3"	"SATB1"
"ACTR10"	0.00314792435941621	0.516870335681973	0.321	0.199	1	"3"	"ACTR10"
"SSR31"	0.00316530934216626	0.304401720138398	0.607	0.415	1	"3"	"SSR3"
"EIF1AX"	0.00320732904458948	0.384150768944154	0.438	0.297	1	"3"	"EIF1AX"
"WDR1"	0.00321606084304026	0.367944459877531	0.857	0.628	1	"3"	"WDR1"
"OSTF11"	0.00321834521162066	0.410499624480339	0.527	0.356	1	"3"	"OSTF1"
"ETV7"	0.00323234156512707	0.433210432046783	0.411	0.268	1	"3"	"ETV7"
"VPS37A"	0.0032362037341935	0.488933592582559	0.295	0.179	1	"3"	"VPS37A"
"C8orf59"	0.00326145655697121	0.494354191897306	0.259	0.144	1	"3"	"C8orf59"
"ROCK1"	0.00327615544775444	0.302082430400294	0.58	0.396	1	"3"	"ROCK1"
"YTHDF2"	0.00327765755172311	0.438800226961312	0.429	0.275	1	"3"	"YTHDF2"
"ATXN2L"	0.00329878624172199	0.349632862108725	0.509	0.359	1	"3"	"ATXN2L"
"REEP5"	0.00331935465032336	0.430990999710424	0.536	0.358	1	"3"	"REEP5"
"ODF3B"	0.00333827710656312	0.266704578154967	0.268	0.152	1	"3"	"ODF3B"
"DCAF71"	0.00335810301104319	0.412017335019731	0.446	0.3	1	"3"	"DCAF7"
"RNASEK-C17orf49"	0.00336302987567104	0.265408204053765	0.688	0.554	1	"3"	"RNASEK-C17orf49"
"CD53"	0.0033805810265067	0.310120545455071	0.893	0.711	1	"3"	"CD53"
"MTND1P23"	0.00338563011399424	0.366359118545066	0.438	0.274	1	"3"	"MTND1P23"
"EIF61"	0.00339482174020625	0.49007579101216	0.375	0.233	1	"3"	"EIF6"
"VAMP7"	0.00340141664784035	0.430679010543268	0.295	0.17	1	"3"	"VAMP7"
"HNRNPM"	0.00341740551409739	0.366062776052617	0.714	0.515	1	"3"	"HNRNPM"
"TOMM20"	0.00345282137555538	0.419767628456775	0.58	0.39	1	"3"	"TOMM20"
"STAT1"	0.00345901972770411	0.300574079101751	0.875	0.7	1	"3"	"STAT1"
"LTA4H"	0.00346678094275184	0.481390433663622	0.277	0.164	1	"3"	"LTA4H"
"IWS1"	0.00347283446396083	0.4605738145311	0.304	0.185	1	"3"	"IWS1"
"MFSD101"	0.00348761146293471	0.46399281295247	0.384	0.235	1	"3"	"MFSD10"
"TACC3"	0.00351491985179454	0.434883811144869	0.393	0.25	1	"3"	"TACC3"
"HCLS1"	0.00351743276998515	0.301626240892794	0.911	0.725	1	"3"	"HCLS1"
"RAP1GDS1"	0.00354589086774538	0.347567071771184	0.554	0.415	1	"3"	"RAP1GDS1"
"ZNF106"	0.00354596191624847	0.366104544005456	0.5	0.339	1	"3"	"ZNF106"
"NCBP1"	0.00355706189986934	0.293051432326194	0.366	0.222	1	"3"	"NCBP1"
"TSSC1"	0.00355919685913103	0.41814592644799	0.25	0.139	1	"3"	"TSSC1"
"ZNF706"	0.00356104899528931	0.435641031557751	0.634	0.418	1	"3"	"ZNF706"
"DPYSL2"	0.00357815668359211	0.450644227800987	0.304	0.186	1	"3"	"DPYSL2"
"RP11-442A13.1"	0.00367280098813343	0.295200038760855	0.5	0.375	1	"3"	"RP11-442A13.1"
"KIAA0430"	0.00368529533328216	0.372356350659734	0.402	0.26	1	"3"	"KIAA0430"
"USP9X"	0.00369093315675153	0.277657849248619	0.679	0.499	1	"3"	"USP9X"
"ATP5I1"	0.00369098060225811	0.429124023619904	0.429	0.27	1	"3"	"ATP5I"
"NDUFB111"	0.00374368959158261	0.429128028088505	0.473	0.308	1	"3"	"NDUFB11"
"PSMB2"	0.00374631315233847	0.378468725542502	0.518	0.34	1	"3"	"PSMB2"
"TMOD3"	0.00375667630528225	0.432621128194157	0.384	0.26	1	"3"	"TMOD3"
"PSMA71"	0.00377012938990011	0.261234987117958	0.884	0.708	1	"3"	"PSMA7"
"ADSS"	0.00377254150128109	0.275861586371536	0.446	0.279	1	"3"	"ADSS"
"MIIP"	0.0037855244319056	0.437784913900966	0.411	0.253	1	"3"	"MIIP"
"ATL3"	0.00378803768069241	0.331842270955398	0.304	0.178	1	"3"	"ATL3"
"SETX"	0.00385533497620566	0.309641641490231	0.58	0.402	1	"3"	"SETX"
"TOR1AIP1"	0.00386607817019362	0.442634786337157	0.411	0.279	1	"3"	"TOR1AIP1"
"ZNHIT11"	0.00387736141424795	0.432604473871978	0.473	0.307	1	"3"	"ZNHIT1"
"RP11-498C9.3"	0.0038879707482641	0.279853750187539	0.33	0.205	1	"3"	"RP11-498C9.3"
"CDKAL1"	0.00388818850509957	0.277749138748972	0.375	0.236	1	"3"	"CDKAL1"
"CRKL"	0.00389646346860233	0.383023582346429	0.429	0.277	1	"3"	"CRKL"
"NAA50"	0.00392113252094176	0.401881058426091	0.455	0.306	1	"3"	"NAA50"
"FTX"	0.00397314680353782	0.452050094854146	0.268	0.16	1	"3"	"FTX"
"BCL11B"	0.00406276267483981	0.320464063389948	0.562	0.416	1	"3"	"BCL11B"
"PPA2"	0.00407887432367393	0.411329212838992	0.321	0.196	1	"3"	"PPA2"
"MFF"	0.00408263242486299	0.425481342928379	0.402	0.25	1	"3"	"MFF"
"ROMO11"	0.00410397112163242	0.458666539850067	0.348	0.215	1	"3"	"ROMO1"
"CCDC88C"	0.00414223003237718	0.292547999555929	0.625	0.45	1	"3"	"CCDC88C"
"CNDP2"	0.00414262459525793	0.413233103615277	0.411	0.259	1	"3"	"CNDP2"
"VDAC12"	0.00414290733583589	0.435336922265103	0.616	0.414	1	"3"	"VDAC1"
"SIN3A"	0.00415528555319793	0.366420599767439	0.402	0.265	1	"3"	"SIN3A"
"MRPS161"	0.00416173649258837	0.311408599007446	0.375	0.227	1	"3"	"MRPS16"
"DR1"	0.00420213963298367	0.291703645391782	0.741	0.56	1	"3"	"DR1"
"DIP2B"	0.00420223404630971	0.407213158425439	0.312	0.196	1	"3"	"DIP2B"
"COG1"	0.00420223748379619	0.329583232672591	0.321	0.195	1	"3"	"COG1"
"NDUFA7"	0.004203611713602	0.45518594768787	0.25	0.141	1	"3"	"NDUFA7"
"CLTC"	0.00425397915179828	0.371703659468894	0.482	0.347	1	"3"	"CLTC"
"RP11-1407O15.2"	0.00427297595290399	0.288401144373949	0.393	0.262	1	"3"	"RP11-1407O15.2"
"TTN1"	0.00429647128072629	0.311430306719481	0.554	0.415	1	"3"	"TTN"
"SDHC"	0.00429674445749562	0.468907364487625	0.366	0.227	1	"3"	"SDHC"
"DGCR8"	0.00432375255978948	0.398981943554315	0.259	0.156	1	"3"	"DGCR8"
"POLR2G1"	0.00436250258885817	0.449285324073565	0.42	0.269	1	"3"	"POLR2G"
"MAP4K1"	0.00436828584567227	0.32937146627977	0.777	0.58	1	"3"	"MAP4K1"
"POLR2E"	0.00437943441354383	0.39296640819382	0.571	0.412	1	"3"	"POLR2E"
"CASP3"	0.00439461954311819	0.40250698356866	0.304	0.185	1	"3"	"CASP3"
"FIBP1"	0.00439813784776632	0.4724959811662	0.348	0.222	1	"3"	"FIBP"
"SMCHD1"	0.00440560675246276	0.255141373471903	0.688	0.519	1	"3"	"SMCHD1"
"NUP50"	0.00441363795862953	0.309969950598942	0.607	0.434	1	"3"	"NUP50"
"SF3A3"	0.00443548677036779	0.485743023361135	0.429	0.288	1	"3"	"SF3A3"
"CHD3"	0.00447389033920418	0.328335909484121	0.509	0.365	1	"3"	"CHD3"
"TANK1"	0.00450705483130955	0.344502138977301	0.759	0.577	1	"3"	"TANK"
"EIF4G11"	0.00456882582096411	0.321401665172287	0.589	0.412	1	"3"	"EIF4G1"
"WNK11"	0.00459242538915477	0.266479958112674	0.786	0.658	1	"3"	"WNK1"
"LIME1"	0.00460405262492944	0.463127054031169	0.357	0.231	1	"3"	"LIME1"
"AC120194.1"	0.0046679106146293	0.379479081966809	0.509	0.344	1	"3"	"AC120194.1"
"CREBBP"	0.00467376227002968	0.340935297566653	0.482	0.346	1	"3"	"CREBBP"
"PSMD21"	0.00468962356117182	0.431133050053187	0.375	0.242	1	"3"	"PSMD2"
"BARD1"	0.00471846838520406	0.409566031112234	0.25	0.146	1	"3"	"BARD1"
"DYNC1LI1"	0.00472736528796945	0.406201148577983	0.259	0.148	1	"3"	"DYNC1LI1"
"AP2A1"	0.00476228813728132	0.342970510449249	0.277	0.168	1	"3"	"AP2A1"
"PSMB91"	0.00480288216004954	0.371218513448277	0.786	0.59	1	"3"	"PSMB9"
"OS9"	0.00480994133119379	0.374215027676315	0.571	0.391	1	"3"	"OS9"
"GPR108"	0.00481174827895786	0.42838096808993	0.375	0.223	1	"3"	"GPR108"
"NSF"	0.00482233892123933	0.367371385070481	0.438	0.294	1	"3"	"NSF"
"NUSAP11"	0.00482497403221737	0.369388899860624	0.268	0.153	1	"3"	"NUSAP1"
"SUMO11"	0.00483775250722597	0.333275900486053	0.679	0.497	1	"3"	"SUMO1"
"PPM1M"	0.00485667656325381	0.316360832215016	0.473	0.315	1	"3"	"PPM1M"
"NDUFC1"	0.00485794371425664	0.465287159152138	0.357	0.226	1	"3"	"NDUFC1"
"MKLN1"	0.00490226169938634	0.30800713823494	0.545	0.366	1	"3"	"MKLN1"
"ATG12"	0.00491979517002977	0.415540061363806	0.429	0.288	1	"3"	"ATG12"
"OPTN"	0.00493829272359847	0.309813931752572	0.786	0.599	1	"3"	"OPTN"
"LAP31"	0.00495781028963387	0.40609976618291	0.446	0.301	1	"3"	"LAP3"
"TNFRSF14"	0.00496186497999936	0.342025934875335	0.732	0.537	1	"3"	"TNFRSF14"
"TRAPPC9"	0.00496353198474482	0.35046863823401	0.304	0.188	1	"3"	"TRAPPC9"
"KIF2A"	0.00497259872961189	0.304693842515834	0.455	0.292	1	"3"	"KIF2A"
"HADHB"	0.00497331486322394	0.356098672746783	0.562	0.375	1	"3"	"HADHB"
"ARHGAP4"	0.00501424753285381	0.297156452754154	0.759	0.569	1	"3"	"ARHGAP4"
"ZCCHC7"	0.00502910643609053	0.302430522414951	0.33	0.2	1	"3"	"ZCCHC7"
"GPBP1L1"	0.00503926753500168	0.318559585779389	0.518	0.369	1	"3"	"GPBP1L1"
"HNRNPA3P6"	0.00504105385390511	0.251899759090261	0.312	0.192	1	"3"	"HNRNPA3P6"
"CRIPT"	0.00506892464656027	0.343387917598099	0.357	0.229	1	"3"	"CRIPT"
"CCDC47"	0.00508868538104422	0.387486662953563	0.277	0.166	1	"3"	"CCDC47"
"RPRD2"	0.00513641805814594	0.359397305397432	0.402	0.273	1	"3"	"RPRD2"
"EIF5A"	0.00516798327397658	0.26235198436148	0.911	0.767	1	"3"	"EIF5A"
"STXBP2"	0.00517381809229356	0.377863479161003	0.5	0.351	1	"3"	"STXBP2"
"SRSF11"	0.00521663166862132	0.39440028602396	0.661	0.445	1	"3"	"SRSF1"
"RNMT"	0.00522715783699465	0.339131035661636	0.286	0.171	1	"3"	"RNMT"
"HSPA41"	0.00525523880464967	0.34462563764049	0.491	0.334	1	"3"	"HSPA4"
"ORC3"	0.00528007324503985	0.327306622023128	0.259	0.149	1	"3"	"ORC3"
"PAFAH1B1"	0.00529637519041451	0.392244259770687	0.357	0.226	1	"3"	"PAFAH1B1"
"GALNT10"	0.00534265467617882	0.387079236270363	0.25	0.15	1	"3"	"GALNT10"
"EML2"	0.00534960891741014	0.409409331720481	0.25	0.141	1	"3"	"EML2"
"SEC131"	0.00537051626691779	0.446789418674447	0.42	0.278	1	"3"	"SEC13"
"SLC1A5"	0.00537076410936391	0.408419714434135	0.277	0.168	1	"3"	"SLC1A5"
"NDUFS7"	0.00537646962779042	0.444801146166366	0.527	0.342	1	"3"	"NDUFS7"
"ADI1"	0.00540373024414485	0.420083937890613	0.384	0.243	1	"3"	"ADI1"
"SDHB"	0.00541202524183736	0.479243844323566	0.402	0.255	1	"3"	"SDHB"
"DCAF111"	0.00543566761725384	0.393059558451991	0.393	0.244	1	"3"	"DCAF11"
"ZNF207"	0.00545516392657288	0.349672808327135	0.741	0.543	1	"3"	"ZNF207"
"SLMAP"	0.00546458588434102	0.347787947774298	0.259	0.15	1	"3"	"SLMAP"
"SACM1L"	0.00548767096523551	0.404871024575861	0.402	0.29	1	"3"	"SACM1L"
"SAR1A"	0.00549233752747941	0.342513595364262	0.714	0.529	1	"3"	"SAR1A"
"GLUD11"	0.00549901473376444	0.414510968391258	0.286	0.174	1	"3"	"GLUD1"
"DDX18"	0.00550559588209143	0.357576290203214	0.482	0.34	1	"3"	"DDX18"
"FKBP8"	0.0055066106376785	0.332007346566251	0.375	0.252	1	"3"	"FKBP8"
"CUL1"	0.00551515394526575	0.33332825880385	0.348	0.221	1	"3"	"CUL1"
"ARF41"	0.00557583209851242	0.423650283093567	0.42	0.292	1	"3"	"ARF4"
"VEZT"	0.00560287223239372	0.402399103899318	0.366	0.237	1	"3"	"VEZT"
"UBA1"	0.00561151187170046	0.306202489713403	0.714	0.547	1	"3"	"UBA1"
"SLC25A3"	0.00564661895669665	0.41255440393082	0.938	0.674	1	"3"	"SLC25A3"
"FAM134C"	0.00565300682179543	0.377303956572774	0.429	0.278	1	"3"	"FAM134C"
"NUTF21"	0.00565394650660392	0.412359285309769	0.446	0.31	1	"3"	"NUTF2"
"BRAT11"	0.0056992035449174	0.268322902252798	0.312	0.184	1	"3"	"BRAT1"
"AL590762.1"	0.00571012709052116	0.366414499899435	0.705	0.511	1	"3"	"AL590762.1"
"ADAR"	0.00571833317315961	0.348053458503707	0.589	0.469	1	"3"	"ADAR"
"ACTR2"	0.00574973097312978	0.330238440993711	0.589	0.417	1	"3"	"ACTR2"
"FAM214A"	0.0057700981002038	0.385635117227649	0.348	0.225	1	"3"	"FAM214A"
"COMMD7"	0.00577539596456452	0.392719665368832	0.286	0.164	1	"3"	"COMMD7"
"DCTN1"	0.0058010806402102	0.4231520196345	0.411	0.275	1	"3"	"DCTN1"
"DDX23"	0.00582814212305076	0.429368735743157	0.25	0.148	1	"3"	"DDX23"
"ARRDC3"	0.00583251120574219	0.353272139069557	0.545	0.36	1	"3"	"ARRDC3"
"CASP4"	0.00583944870258665	0.404496281040399	0.67	0.464	1	"3"	"CASP4"
"NAGA"	0.0058592243914931	0.459724550076307	0.277	0.171	1	"3"	"NAGA"
"GIGYF2"	0.00587852897286217	0.327594520778904	0.402	0.261	1	"3"	"GIGYF2"
"RAB5C1"	0.00587972801824347	0.344157038128119	0.598	0.438	1	"3"	"RAB5C"
"HDAC3"	0.00588175525834185	0.475295288137026	0.277	0.165	1	"3"	"HDAC3"
"FNBP1"	0.00588523561232289	0.26442895792008	0.786	0.578	1	"3"	"FNBP1"
"POLG"	0.00589368379476635	0.306594703092742	0.295	0.174	1	"3"	"POLG"
"TUBA1B"	0.00595172079963276	0.322236399591498	0.705	0.543	1	"3"	"TUBA1B"
"EIF3I1"	0.00596099353004647	0.427160653778028	0.509	0.338	1	"3"	"EIF3I"
"HLA-DPA1"	0.00600131781287214	0.358025558120887	0.688	0.527	1	"3"	"HLA-DPA1"
"TMX31"	0.00602373005194969	0.338073341730322	0.375	0.243	1	"3"	"TMX3"
"HDAC2"	0.00605677088883569	0.420993392569452	0.259	0.155	1	"3"	"HDAC2"
"TACC1"	0.00605925212131632	0.276816424931283	0.5	0.349	1	"3"	"TACC1"
"IARS2"	0.00607551305677969	0.402150858723845	0.259	0.153	1	"3"	"IARS2"
"RNF145"	0.00611298689527544	0.322240747000234	0.295	0.182	1	"3"	"RNF145"
"JARID2"	0.00615829471127851	0.286624571134929	0.482	0.338	1	"3"	"JARID2"
"DDX58"	0.00617009599894949	0.4262987175964	0.286	0.181	1	"3"	"DDX58"
"DEGS1"	0.00617621404959018	0.345141647103222	0.411	0.274	1	"3"	"DEGS1"
"ZNF460"	0.00618778288871184	0.438424627886344	0.429	0.288	1	"3"	"ZNF460"
"RASSF5"	0.00619051265151927	0.348810881358929	0.661	0.466	1	"3"	"RASSF5"
"XRN21"	0.00621013432946086	0.284827799563733	0.482	0.317	1	"3"	"XRN2"
"B3GNT21"	0.00625636549386181	0.34839530127881	0.339	0.202	1	"3"	"B3GNT2"
"MEA1"	0.00628948044755976	0.417679736058499	0.366	0.233	1	"3"	"MEA1"
"IKBKB"	0.0063799323421135	0.300957667292123	0.509	0.355	1	"3"	"IKBKB"
"HEXA1"	0.00638375915574645	0.467171319815266	0.348	0.224	1	"3"	"HEXA"
"IL18R1"	0.0064253167785331	0.314790021562422	0.411	0.264	1	"3"	"IL18R1"
"APBB1IP"	0.00642740617953972	0.363966520194615	0.482	0.338	1	"3"	"APBB1IP"
"MRPS211"	0.0064504989327855	0.40263990247499	0.446	0.302	1	"3"	"MRPS21"
"VIMP"	0.00646375051954575	0.443965738189547	0.33	0.2	1	"3"	"VIMP"
"ATG131"	0.00647753973610691	0.3680376317333	0.402	0.262	1	"3"	"ATG13"
"BIN2"	0.00650059601840468	0.383789002345038	0.562	0.389	1	"3"	"BIN2"
"DUSP10"	0.00652473007767615	0.283542524696781	0.625	0.451	1	"3"	"DUSP10"
"SH3TC11"	0.00653659507781876	0.412917417388876	0.366	0.232	1	"3"	"SH3TC1"
"SLC39A9"	0.00655179404369147	0.390129062304263	0.357	0.239	1	"3"	"SLC39A9"
"ITFG1"	0.00658951134501515	0.371618347285537	0.357	0.231	1	"3"	"ITFG1"
"DCAF6"	0.00661737336616574	0.263543538283241	0.393	0.258	1	"3"	"DCAF6"
"JAK1"	0.0066285917424119	0.349834536385343	0.893	0.637	1	"3"	"JAK1"
"P2RY10"	0.00666571152513313	0.390250634628819	0.527	0.349	1	"3"	"P2RY10"
"CBX3P9"	0.00666698974586018	0.263631555820681	0.277	0.16	1	"3"	"CBX3P9"
"NOL7"	0.0066695366541488	0.377409778396797	0.411	0.266	1	"3"	"NOL7"
"AK1"	0.00667137403524853	0.343947102548444	0.339	0.212	1	"3"	"AK1"
"CBX6"	0.00668616377633161	0.299747114686641	0.795	0.577	1	"3"	"CBX6"
"SYNCRIP"	0.00669877776067073	0.413539915216727	0.411	0.289	1	"3"	"SYNCRIP"
"NSRP11"	0.0067052356363889	0.332063786124565	0.33	0.204	1	"3"	"NSRP1"
"VKORC1"	0.00670785434942669	0.424511490144223	0.295	0.176	1	"3"	"VKORC1"
"TRPS1"	0.00671905061036085	0.302114053148835	0.473	0.335	1	"3"	"TRPS1"
"CD591"	0.00672180462490387	0.41580746277384	0.312	0.197	1	"3"	"CD59"
"CTAGE5"	0.00672663655602462	0.364423859961157	0.33	0.204	1	"3"	"CTAGE5"
"KDELR1"	0.00672783294489397	0.401005127198136	0.286	0.179	1	"3"	"KDELR1"
"PELI1"	0.00674544666523507	0.354463237187862	0.634	0.454	1	"3"	"PELI1"
"MGEA5"	0.0067549072492937	0.316134348483131	0.75	0.586	1	"3"	"MGEA5"
"GABARAP"	0.00680912437356565	0.307623761104431	0.911	0.71	1	"3"	"GABARAP"
"CLNS1A1"	0.00684743571220597	0.383723025116417	0.5	0.355	1	"3"	"CLNS1A"
"LRRFIP1"	0.00688589052232492	0.280950198534061	0.866	0.71	1	"3"	"LRRFIP1"
"PHF11"	0.00694371834550986	0.333185440761331	0.536	0.369	1	"3"	"PHF11"
"HMGN2"	0.00702788401514333	0.298942406159217	0.911	0.729	1	"3"	"HMGN2"
"ZNF33A"	0.00703238023558143	0.344709526332521	0.339	0.221	1	"3"	"ZNF33A"
"VPS26A"	0.00703457852441058	0.468569018002436	0.375	0.251	1	"3"	"VPS26A"
"MRPS6"	0.00712042742292218	0.380139338835758	0.643	0.471	1	"3"	"MRPS6"
"UBE2D3P21"	0.00719220795839876	0.273997799179741	0.295	0.188	1	"3"	"UBE2D3P2"
"MRPL20"	0.00721615038737881	0.428865990697956	0.357	0.227	1	"3"	"MRPL20"
"GOLGA8B"	0.00723908175414892	0.312233694187016	0.634	0.481	1	"3"	"GOLGA8B"
"ABHD31"	0.00726999915452369	0.415970224077621	0.339	0.213	1	"3"	"ABHD3"
"BTG31"	0.00728029953519165	0.366119680866989	0.554	0.396	1	"3"	"BTG3"
"RIN3"	0.00730882241625965	0.400078598709504	0.259	0.16	1	"3"	"RIN3"
"XPR1"	0.00732125130535795	0.448127935536236	0.268	0.172	1	"3"	"XPR1"
"SNRNP40"	0.00735905503205963	0.423630377775511	0.348	0.218	1	"3"	"SNRNP40"
"TMEM209"	0.00738456006443585	0.362018485020929	0.295	0.184	1	"3"	"TMEM209"
"TAP2"	0.00739639684954055	0.252727078027277	0.42	0.274	1	"3"	"TAP2"
"SH3BP2"	0.00743746823519369	0.375765613212155	0.321	0.213	1	"3"	"SH3BP2"
"CLIP1"	0.00746071374571008	0.319864466044393	0.473	0.32	1	"3"	"CLIP1"
"SFSWAP"	0.00748984127251649	0.370520451014887	0.312	0.2	1	"3"	"SFSWAP"
"GADD45GIP1"	0.0074914524861793	0.422186935089938	0.268	0.16	1	"3"	"GADD45GIP1"
"DIDO1"	0.00749971398088181	0.369630709132841	0.304	0.193	1	"3"	"DIDO1"
"SF3B14"	0.00754700042029243	0.421038883475637	0.393	0.256	1	"3"	"SF3B14"
"SYS1"	0.00756482294063091	0.405652561453355	0.277	0.169	1	"3"	"SYS1"
"SIPA1L11"	0.00760385007562801	0.327253315760176	0.438	0.302	1	"3"	"SIPA1L1"
"MON2"	0.00763405999529296	0.323453101656776	0.455	0.312	1	"3"	"MON2"
"BOLA2B"	0.00763716416223858	0.389281036537518	0.277	0.167	1	"3"	"BOLA2B"
"RP11-138A9.21"	0.00765596051746711	0.280989359851367	0.768	0.601	1	"3"	"RP11-138A9.2"
"PSMD3"	0.00773851075369559	0.318708571934264	0.295	0.179	1	"3"	"PSMD3"
"RBM34"	0.00774417464571436	0.377317955692491	0.455	0.306	1	"3"	"RBM34"
"PSMA3"	0.00779282908251725	0.334736659752549	0.652	0.507	1	"3"	"PSMA3"
"OIP5-AS1"	0.00780777162913069	0.352065394022102	0.42	0.289	1	"3"	"OIP5-AS1"
"TMEM140"	0.00781495518684342	0.2882867379722	0.509	0.353	1	"3"	"TMEM140"
"BOD1L1"	0.00785053479712075	0.305053269147301	0.33	0.212	1	"3"	"BOD1L1"
"PSAP"	0.00785146836792697	0.350439372503336	0.848	0.641	1	"3"	"PSAP"
"PSMC5"	0.00792729166164325	0.407805097695792	0.679	0.474	1	"3"	"PSMC5"
"POLR3E1"	0.00796079382796849	0.255063497266336	0.598	0.398	1	"3"	"POLR3E"
