"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"NAPG"	0.000659117218661381	0.451010396362881	0.33	0.186	1	"3"	"NAPG"
"BST21"	0.000660377612338133	0.496596298465859	0.625	0.394	1	"3"	"BST2"
"RP11-307L3.2"	0.000663222355359124	0.3787817355454	0.277	0.147	1	"3"	"RP11-307L3.2"
"ARL6IP1"	0.000663586071865826	0.386129157536211	0.821	0.59	1	"3"	"ARL6IP1"
"DCTN5"	0.00068184899643358	0.522222712343098	0.304	0.168	1	"3"	"DCTN5"
"RP11-101E13.5"	0.000682624926676767	0.475284496103801	0.375	0.219	1	"3"	"RP11-101E13.5"
"DHPS"	0.000685441229950095	0.54607443634388	0.393	0.229	1	"3"	"DHPS"
"TTC1"	0.000687773521105516	0.496962075104422	0.339	0.192	1	"3"	"TTC1"
"RGS101"	0.000691120901957436	0.445077201988626	0.634	0.394	1	"3"	"RGS10"
"HSH2D"	0.000694833486205016	0.562307016172295	0.277	0.153	1	"3"	"HSH2D"
"PHPT1"	0.000697903962986701	0.526565422665079	0.375	0.224	1	"3"	"PHPT1"
"C17orf62"	0.000705577255686484	0.43404677956127	0.795	0.559	1	"3"	"C17orf62"
"CD4"	0.000708888012028897	0.282229428855219	0.92	0.761	1	"3"	"CD4"
"WDR55"	0.000708967512802327	0.34248624096724	0.348	0.186	1	"3"	"WDR55"
"TERF2IP"	0.000712047361010434	0.478381895276106	0.446	0.264	1	"3"	"TERF2IP"
"STK24"	0.000712957505452767	0.544874413879201	0.277	0.153	1	"3"	"STK24"
"CAPS"	0.00071888327705514	0.422492964563557	0.286	0.153	1	"3"	"CAPS"
"GARS"	0.000720931511602494	0.494215452141006	0.411	0.242	1	"3"	"GARS"
"WASH3P"	0.000722788325238139	0.383123304065607	0.518	0.349	1	"3"	"WASH3P"
"CAPN11"	0.000722942137246709	0.496457304638871	0.491	0.318	1	"3"	"CAPN1"
"MAP1LC3B21"	0.000723771694186102	0.393291357161132	0.562	0.375	1	"3"	"MAP1LC3B2"
"PRNP"	0.000724225520178551	0.465824592197333	0.589	0.373	1	"3"	"PRNP"
"FGFR1OP2"	0.000729718266006925	0.454055196316579	0.536	0.34	1	"3"	"FGFR1OP2"
"TRPM7"	0.00072975473912184	0.401853376408433	0.491	0.326	1	"3"	"TRPM7"
"RHNO1"	0.000731161027873145	0.514011266282873	0.312	0.169	1	"3"	"RHNO1"
"CNPY21"	0.000732874138355927	0.559944358639706	0.393	0.23	1	"3"	"CNPY2"
"CD381"	0.000733941144898983	0.479935962688153	0.464	0.302	1	"3"	"CD38"
"MRPL31"	0.000746321830238296	0.497845282187015	0.321	0.169	1	"3"	"MRPL3"
"SLC4A1AP"	0.000750945999756139	0.550042286176536	0.25	0.133	1	"3"	"SLC4A1AP"
"OSBPL9"	0.000753627528467113	0.49480466209928	0.304	0.169	1	"3"	"OSBPL9"
"MAP1LC3A"	0.000759458980526276	0.475322095384533	0.357	0.2	1	"3"	"MAP1LC3A"
"SECTM1"	0.00076088128587671	0.406160994519061	0.286	0.158	1	"3"	"SECTM1"
"NCOR2"	0.000768447767462996	0.404415048756145	0.375	0.23	1	"3"	"NCOR2"
"SCP2"	0.000769295911020505	0.467430502980324	0.545	0.353	1	"3"	"SCP2"
"EAPP"	0.000771237363542505	0.510173269637971	0.321	0.177	1	"3"	"EAPP"
"TDP1"	0.000772274747425719	0.49617813251836	0.304	0.172	1	"3"	"TDP1"
"ANAPC111"	0.000780747732431385	0.533142311277183	0.446	0.269	1	"3"	"ANAPC11"
"SMIM12"	0.000781873238813302	0.537742384850366	0.321	0.175	1	"3"	"SMIM12"
"MYO5A"	0.000782621981142775	0.49491702397464	0.455	0.306	1	"3"	"MYO5A"
"TOR1AIP21"	0.000783189677966559	0.336252329064125	0.679	0.492	1	"3"	"TOR1AIP2"
"ARHGAP25"	0.000783534635599207	0.402584501526262	0.607	0.405	1	"3"	"ARHGAP25"
"PPM1G"	0.000788719195237802	0.487804187912144	0.652	0.424	1	"3"	"PPM1G"
"THAP5"	0.000792766528631956	0.439770355592078	0.321	0.179	1	"3"	"THAP5"
"TTC39C"	0.000815568552381071	0.444477689016586	0.607	0.411	1	"3"	"TTC39C"
"ATP13A3"	0.000818294102647554	0.394370605100044	0.321	0.181	1	"3"	"ATP13A3"
"FBXW11"	0.000832308402218683	0.346597821212872	0.42	0.249	1	"3"	"FBXW11"
"GON4L"	0.000832491482881016	0.299722288832116	0.58	0.356	1	"3"	"GON4L"
"NSUN6"	0.000835275918051832	0.402180645701796	0.304	0.173	1	"3"	"NSUN6"
"GAPDHP60"	0.000842165908408134	0.306271586801945	0.366	0.228	1	"3"	"GAPDHP60"
"SLC35C2"	0.000843657997479065	0.518044439883556	0.304	0.169	1	"3"	"SLC35C2"
"PSMC1P1"	0.00084378571887401	0.41131803506971	0.357	0.219	1	"3"	"PSMC1P1"
"MPDU1"	0.000846265198734502	0.466153064524061	0.304	0.166	1	"3"	"MPDU1"
"CAPRIN11"	0.000857924504875346	0.489884601303926	0.438	0.272	1	"3"	"CAPRIN1"
"PUF601"	0.000864866835006288	0.492451993474622	0.527	0.336	1	"3"	"PUF60"
"CALU"	0.000867093383048019	0.524174245949078	0.259	0.137	1	"3"	"CALU"
"MAPK6"	0.000867308275784987	0.453539891228284	0.268	0.141	1	"3"	"MAPK6"
"ATXN101"	0.000872113732830803	0.477376102163707	0.464	0.29	1	"3"	"ATXN10"
"IL4R"	0.00087359894383694	0.405531729404342	0.455	0.295	1	"3"	"IL4R"
"RP11-386G11.10"	0.000875200880297367	0.359932964282379	0.652	0.467	1	"3"	"RP11-386G11.10"
"AC006449.1"	0.000875518051442204	0.439240014820469	0.304	0.174	1	"3"	"AC006449.1"
"GABPB1"	0.000886746937468955	0.498332336749018	0.375	0.231	1	"3"	"GABPB1"
"NNT-AS1"	0.000886920488097992	0.385998313845099	0.25	0.134	1	"3"	"NNT-AS1"
"RTN31"	0.000889072545176488	0.448125247925973	0.393	0.236	1	"3"	"RTN3"
"SSR41"	0.000889579836359394	0.406038797792208	0.723	0.503	1	"3"	"SSR4"
"COX6C1"	0.00089865253298408	0.465607249012397	0.634	0.417	1	"3"	"COX6C"
"USP5"	0.00090227159750455	0.504243059381915	0.25	0.13	1	"3"	"USP5"
"TAF1C"	0.000916719557428501	0.403204803262709	0.286	0.157	1	"3"	"TAF1C"
"MRPL52"	0.000925468210291221	0.557166043304241	0.268	0.146	1	"3"	"MRPL52"
"LPXN"	0.000927609082525089	0.396699128373355	0.714	0.511	1	"3"	"LPXN"
"ZBTB7B"	0.000927926066599474	0.356116134817486	0.268	0.147	1	"3"	"ZBTB7B"
"MEI1"	0.000930307742736408	0.577754519845767	0.277	0.146	1	"3"	"MEI1"
"ERAP21"	0.000947716451626785	0.45302201213932	0.429	0.28	1	"3"	"ERAP2"
"RNF5"	0.000954079281095943	0.494077897451508	0.348	0.195	1	"3"	"RNF5"
"SRSF4"	0.000969772488856703	0.492470878768526	0.482	0.303	1	"3"	"SRSF4"
"STX111"	0.000977183616222394	0.451674292367937	0.25	0.125	1	"3"	"STX11"
"CCNC"	0.000978941749021061	0.540716150073965	0.304	0.176	1	"3"	"CCNC"
"FAM103A1"	0.000983968972060064	0.492220148793902	0.295	0.162	1	"3"	"FAM103A1"
"SEC61B2"	0.000992769572026203	0.520596279470166	0.625	0.379	1	"3"	"SEC61B"
"PCYOX1L"	0.00100393724645201	0.533207837650627	0.277	0.152	1	"3"	"PCYOX1L"
"SCAMP2"	0.00101047387693526	0.426299554542537	0.554	0.379	1	"3"	"SCAMP2"
"RAP2C"	0.00102053438314725	0.482080450388234	0.438	0.291	1	"3"	"RAP2C"
"UCP2"	0.00102069607369166	0.259200223375355	0.92	0.766	1	"3"	"UCP2"
"SIRPG"	0.0010240246625083	0.382643656401503	0.723	0.534	1	"3"	"SIRPG"
"AP2S11"	0.00102435183224532	0.50903546905516	0.438	0.261	1	"3"	"AP2S1"
"SYPL1"	0.0010254970062752	0.543697549031461	0.33	0.183	1	"3"	"SYPL1"
"TRIM21"	0.00103133335193219	0.503892238067982	0.286	0.154	1	"3"	"TRIM21"
"MED24"	0.00103164947927931	0.5340914146549	0.25	0.13	1	"3"	"MED24"
"ZNF282"	0.00103482556352635	0.423440985043461	0.268	0.141	1	"3"	"ZNF282"
"RAB11A"	0.00103571904135228	0.471645868862413	0.429	0.261	1	"3"	"RAB11A"
"TBC1D10C1"	0.00103834638399198	0.348792612759531	0.714	0.553	1	"3"	"TBC1D10C"
"TMC8"	0.001040258285583	0.38680007332319	0.607	0.423	1	"3"	"TMC8"
"SAMD9L"	0.00105052186669773	0.454659189800977	0.429	0.275	1	"3"	"SAMD9L"
"C18orf25"	0.00105222888754135	0.462994593166649	0.348	0.206	1	"3"	"C18orf25"
"PSMB10"	0.00106690561196434	0.41574115066874	0.759	0.519	1	"3"	"PSMB10"
"UFM1"	0.00106929787548843	0.385438957870169	0.536	0.352	1	"3"	"UFM1"
"TMED10"	0.00107664812102088	0.410244084898805	0.634	0.44	1	"3"	"TMED10"
"ZC3H15"	0.00107838968221692	0.477215009902138	0.473	0.305	1	"3"	"ZC3H15"
"CBWD1"	0.00108570501475225	0.411851332487824	0.455	0.303	1	"3"	"CBWD1"
"ATP6V0D11"	0.00109032618756715	0.459976349239142	0.473	0.281	1	"3"	"ATP6V0D1"
"RANBP3"	0.00109235439316923	0.40556360225388	0.491	0.33	1	"3"	"RANBP3"
"AC012379.1"	0.00109571688884083	0.423612863674878	0.438	0.278	1	"3"	"AC012379.1"
"TMBIM6"	0.00109660895247406	0.254366343690748	0.875	0.748	1	"3"	"TMBIM6"
"GRK6"	0.00109677561040853	0.406099622139366	0.304	0.171	1	"3"	"GRK6"
"OXCT1"	0.00110752496432862	0.415280439729734	0.402	0.253	1	"3"	"OXCT1"
"LAMP2"	0.00111445439886605	0.392082271693446	0.464	0.286	1	"3"	"LAMP2"
"FAM172A"	0.00111617318292132	0.434994987310047	0.33	0.194	1	"3"	"FAM172A"
"WDR61"	0.00112796436380206	0.454055539633762	0.348	0.195	1	"3"	"WDR61"
"MKNK2"	0.00113727086166224	0.372426985251017	0.545	0.376	1	"3"	"MKNK2"
"TES1"	0.00113812135544281	0.415660427106756	0.491	0.321	1	"3"	"TES"
"MBD5"	0.00114363369864281	0.427840500543568	0.295	0.165	1	"3"	"MBD5"
"GBAS"	0.00114842703298547	0.471152072506218	0.304	0.169	1	"3"	"GBAS"
"MED8"	0.0011565834408657	0.562350761809892	0.25	0.128	1	"3"	"MED8"
"FNIP1"	0.00115876377720786	0.443555752438207	0.321	0.19	1	"3"	"FNIP1"
"ATP5O"	0.00116014648638281	0.442434100797255	0.554	0.363	1	"3"	"ATP5O"
"RBM8B"	0.0011660484275705	0.314041079767734	0.277	0.15	1	"3"	"RBM8B"
"SUCLG11"	0.00116778593336712	0.495763823040874	0.393	0.224	1	"3"	"SUCLG1"
"KLHDC2"	0.00117443463968509	0.518897560479879	0.321	0.182	1	"3"	"KLHDC2"
"DOCK8"	0.00117709050758041	0.289691067309906	0.839	0.681	1	"3"	"DOCK8"
"POLR3GL"	0.00117812607596191	0.489232757462045	0.393	0.227	1	"3"	"POLR3GL"
"AC004797.1"	0.00117836469207502	0.410006157601277	0.438	0.271	1	"3"	"AC004797.1"
"ECH1"	0.00119535590185407	0.435937685868643	0.732	0.496	1	"3"	"ECH1"
"PHTF2"	0.00121033347677472	0.367314947771018	0.732	0.505	1	"3"	"PHTF2"
"PPDPF1"	0.00122177329037541	0.376723736457431	0.402	0.258	1	"3"	"PPDPF"
"LGALS91"	0.00122520318684404	0.426815597027515	0.446	0.275	1	"3"	"LGALS9"
"LAIR2"	0.00122528598143341	0.530519271319586	0.259	0.136	1	"3"	"LAIR2"
"ARHGAP17"	0.0012274262016102	0.420226981821576	0.393	0.247	1	"3"	"ARHGAP17"
"TADA31"	0.00123573602429114	0.456661407283647	0.411	0.251	1	"3"	"TADA3"
"AP1G1"	0.00123649636617866	0.344788932043381	0.696	0.55	1	"3"	"AP1G1"
"NDUFS8"	0.00123756027639461	0.486887232573249	0.5	0.297	1	"3"	"NDUFS8"
"G3BP1"	0.00123767583058907	0.384765811982546	0.616	0.438	1	"3"	"G3BP1"
"MRPS5"	0.00123875011033012	0.470147371362315	0.348	0.2	1	"3"	"MRPS5"
"CCDC144B"	0.00124366097933386	0.421445434852914	0.366	0.215	1	"3"	"CCDC144B"
"PTPN71"	0.00124747587168365	0.372420472889388	0.804	0.586	1	"3"	"PTPN7"
"IFT80"	0.00125517783933521	0.473777236153154	0.25	0.136	1	"3"	"IFT80"
"FTO"	0.00125944473261589	0.469210297679115	0.321	0.186	1	"3"	"FTO"
"NEMF"	0.00126683623145561	0.465137723740302	0.455	0.275	1	"3"	"NEMF"
"COX7A2L"	0.00126738777803706	0.417272442540784	0.571	0.366	1	"3"	"COX7A2L"
"TSPAN14"	0.00127375472260871	0.34776821111796	0.768	0.547	1	"3"	"TSPAN14"
"RNU2-2P"	0.00127435248784113	0.511230694261701	0.286	0.161	1	"3"	"RNU2-2P"
"CBX7"	0.00127744372198201	0.426836199030285	0.277	0.152	1	"3"	"CBX7"
"ARHGEF7"	0.00130770726464019	0.401025649678042	0.455	0.287	1	"3"	"ARHGEF7"
"RECQL"	0.00130979879403475	0.504039303871015	0.312	0.184	1	"3"	"RECQL"
"RRP1B"	0.00131025115526407	0.471337311765141	0.25	0.137	1	"3"	"RRP1B"
"RPS6KA11"	0.00131783161982078	0.490548607984545	0.402	0.25	1	"3"	"RPS6KA1"
"SARS"	0.00131821663263165	0.470584588818079	0.5	0.3	1	"3"	"SARS"
"SENP7"	0.00132882460901302	0.335071965536201	0.509	0.339	1	"3"	"SENP7"
"NDUFB21"	0.00133323289616984	0.461366036556245	0.473	0.291	1	"3"	"NDUFB2"
"MIR4426"	0.00133776090415265	0.358466799484812	0.446	0.295	1	"3"	"MIR4426"
"GCHFR"	0.00134326651832446	0.547099159562052	0.286	0.153	1	"3"	"GCHFR"
"ACAA1"	0.00134631344169438	0.466458757956191	0.375	0.222	1	"3"	"ACAA1"
"EID11"	0.00136539904201744	0.435971267734179	0.768	0.516	1	"3"	"EID1"
"SMS1"	0.0013664172269813	0.521533694565721	0.33	0.199	1	"3"	"SMS"
"TUBB"	0.00137552957585956	0.450559010720097	0.598	0.414	1	"3"	"TUBB"
"RP11-203J24.9"	0.0013770838911767	0.477024191066003	0.312	0.18	1	"3"	"RP11-203J24.9"
"EIF4HP1"	0.00138476800655872	0.32538527874435	0.473	0.319	1	"3"	"EIF4HP1"
"GABARAPL1"	0.00140016556631346	0.465095785393174	0.312	0.179	1	"3"	"GABARAPL1"
"DCTN4"	0.0014004745284049	0.425561073029302	0.312	0.18	1	"3"	"DCTN4"
"AC034102.1"	0.00141390557595634	0.265665983638398	0.259	0.139	1	"3"	"AC034102.1"
"POLR2J"	0.00142903823616053	0.522441163229124	0.446	0.269	1	"3"	"POLR2J"
"USP20"	0.00143359296968667	0.434463581138471	0.464	0.29	1	"3"	"USP20"
"EIF2S2P4"	0.00143955851305235	0.286193107888261	0.312	0.177	1	"3"	"EIF2S2P4"
"ZNF430"	0.00144093735981715	0.509571677276163	0.295	0.171	1	"3"	"ZNF430"
"EHD11"	0.001442972612327	0.394810416384915	0.589	0.41	1	"3"	"EHD1"
"NDRG1"	0.00145693597115713	0.288350459568909	0.348	0.199	1	"3"	"NDRG1"
"CEP250"	0.00145810760418063	0.473637806389104	0.259	0.144	1	"3"	"CEP250"
"CTB-43P18.11"	0.00145925798588497	0.396386709369747	0.545	0.363	1	"3"	"CTB-43P18.1"
"DBNL1"	0.00146208143646004	0.415115071267575	0.598	0.386	1	"3"	"DBNL"
"RPA2"	0.00146430912560343	0.503265740734339	0.393	0.236	1	"3"	"RPA2"
"KDM5B1"	0.00147159173693314	0.447813142774748	0.375	0.236	1	"3"	"KDM5B"
"CNOT11"	0.00147287615953875	0.34642053870095	0.759	0.568	1	"3"	"CNOT1"
"IAH1"	0.00147379814463912	0.411883086986834	0.58	0.406	1	"3"	"IAH1"
"CHMP2A"	0.00147666695665935	0.512722925037059	0.554	0.338	1	"3"	"CHMP2A"
"DSCR3"	0.00147926060562245	0.446609834095408	0.33	0.194	1	"3"	"DSCR3"
"CWF19L1"	0.0014817256449389	0.434756446066477	0.277	0.155	1	"3"	"CWF19L1"
"SNRNP27"	0.00149328992722607	0.462125568579155	0.366	0.215	1	"3"	"SNRNP27"
"SMARCA5"	0.00149396195450731	0.366709363207666	0.545	0.369	1	"3"	"SMARCA5"
"EIF3J1"	0.00149415393720933	0.342323745314648	0.42	0.258	1	"3"	"EIF3J"
"RFC1"	0.00149721898602638	0.455380770942884	0.384	0.238	1	"3"	"RFC1"
"ACIN1"	0.0015018999226624	0.348893098384363	0.527	0.351	1	"3"	"ACIN1"
"NDUFAF3"	0.00150664339290924	0.485165362671775	0.411	0.254	1	"3"	"NDUFAF3"
"APH1A"	0.00151610528871183	0.523304314616679	0.286	0.163	1	"3"	"APH1A"
"VPS33A"	0.0015190239869461	0.425614897914645	0.295	0.167	1	"3"	"VPS33A"
"TXNDC15"	0.00152497581207282	0.48343052969076	0.321	0.186	1	"3"	"TXNDC15"
"GTF2F2"	0.00152927629535567	0.426602512679663	0.25	0.132	1	"3"	"GTF2F2"
"BTF3L4P2"	0.00154732515494853	0.450438022054442	0.259	0.142	1	"3"	"BTF3L4P2"
"NDUFB9"	0.00157356160539378	0.480212032969361	0.455	0.275	1	"3"	"NDUFB9"
"WRAP73"	0.00157538743581394	0.467327386354011	0.286	0.154	1	"3"	"WRAP73"
"LAMTOR21"	0.00158780294773761	0.498658661766898	0.33	0.182	1	"3"	"LAMTOR2"
"LPP"	0.00160342660226979	0.346655557232482	0.518	0.333	1	"3"	"LPP"
"CBFB"	0.00161500280724437	0.343667679114988	0.5	0.33	1	"3"	"CBFB"
"TXLNA"	0.00161582354182209	0.396005356653276	0.58	0.406	1	"3"	"TXLNA"
"GTF2A21"	0.00162336475634511	0.512046861604755	0.366	0.213	1	"3"	"GTF2A2"
"SMEK2"	0.00162615624253708	0.405024965996474	0.464	0.303	1	"3"	"SMEK2"
"APBA3"	0.00164666887376651	0.491278349415458	0.259	0.138	1	"3"	"APBA3"
"RP11-466P24.2"	0.00165099716093897	0.336687470414818	0.446	0.282	1	"3"	"RP11-466P24.2"
"SLMO21"	0.00165872630134326	0.411952144080618	0.527	0.368	1	"3"	"SLMO2"
"ANXA7"	0.0016594822731896	0.391070582187495	0.705	0.505	1	"3"	"ANXA7"
"IRF41"	0.00165948254086261	0.429111915593542	0.393	0.254	1	"3"	"IRF4"
"NOP16"	0.00165978625250844	0.296621246678448	0.411	0.266	1	"3"	"NOP16"
"NOMO2"	0.00166022135645976	0.328020488143559	0.259	0.141	1	"3"	"NOMO2"
"PTBP3"	0.00166317224240959	0.375988100064867	0.509	0.339	1	"3"	"PTBP3"
"COX7A21"	0.00167139270244441	0.429984082867969	0.625	0.421	1	"3"	"COX7A2"
"ERCC3"	0.00167171359968224	0.34960282979517	0.33	0.191	1	"3"	"ERCC3"
"AP3M1"	0.00168696072525467	0.507910030639468	0.268	0.148	1	"3"	"AP3M1"
"DDX60"	0.00168879724822269	0.459507521829316	0.339	0.204	1	"3"	"DDX60"
"ARF51"	0.00170425800292775	0.461163853103347	0.688	0.446	1	"3"	"ARF5"
"ISG15"	0.0017245546876841	0.442483890940007	0.643	0.435	1	"3"	"ISG15"
"DNAJC151"	0.00172759603324389	0.426128724409068	0.312	0.181	1	"3"	"DNAJC15"
"HK1"	0.00172982510351765	0.429642021643587	0.473	0.3	1	"3"	"HK1"
"NINJ11"	0.00177085883076073	0.498493680529551	0.402	0.248	1	"3"	"NINJ1"
"SERBP11"	0.00177364382506714	0.366901697566749	0.75	0.547	1	"3"	"SERBP1"
"G3BP2"	0.00178292024250581	0.36361864043766	0.696	0.486	1	"3"	"G3BP2"
"ATP5A11"	0.00178861022463948	0.372839868415962	0.786	0.564	1	"3"	"ATP5A1"
"RPL7L1"	0.00179287836469612	0.420778011791255	0.384	0.244	1	"3"	"RPL7L1"
"PTPN61"	0.00179446068519542	0.430409455363749	0.554	0.372	1	"3"	"PTPN6"
"NDUFS21"	0.00179996775871842	0.501913533196515	0.384	0.227	1	"3"	"NDUFS2"
"TMEM261"	0.00181393243788516	0.472805659798215	0.304	0.172	1	"3"	"TMEM261"
"COMMD11"	0.00181664013503682	0.336410926843774	0.67	0.489	1	"3"	"COMMD1"
"ATP5B"	0.00182342275036701	0.386439554128549	0.812	0.593	1	"3"	"ATP5B"
"COMT"	0.001827175414973	0.529047305184364	0.321	0.182	1	"3"	"COMT"
"HLA-DQB2"	0.001833779200574	0.391798219078947	0.25	0.139	1	"3"	"HLA-DQB2"
"HEXB"	0.00184725183106394	0.480723353348955	0.348	0.21	1	"3"	"HEXB"
"LDHAP71"	0.00186364334063317	0.297279591881904	0.5	0.356	1	"3"	"LDHAP7"
"UBR5"	0.00187383269098141	0.362323423705418	0.366	0.227	1	"3"	"UBR5"
"PDAP1"	0.00188850143551371	0.37924017458607	0.545	0.371	1	"3"	"PDAP1"
"CYB5R3"	0.00189747869526504	0.45591254025685	0.42	0.261	1	"3"	"CYB5R3"
"GADD45A"	0.00189911115843858	0.446200632988578	0.25	0.135	1	"3"	"GADD45A"
"SPAG9"	0.00190132603055266	0.356605946691733	0.277	0.157	1	"3"	"SPAG9"
"SF3B51"	0.00190428039203014	0.480835086503131	0.411	0.23	1	"3"	"SF3B5"
"SHMT2"	0.00191668658540473	0.515440826115223	0.304	0.176	1	"3"	"SHMT2"
"TIAF1"	0.00191918489910336	0.31883561384629	0.321	0.185	1	"3"	"TIAF1"
"ATP6V1G1"	0.0019207340212967	0.418447965051243	0.732	0.502	1	"3"	"ATP6V1G1"
"SKP1"	0.001934072577563	0.291002502772466	0.946	0.771	1	"3"	"SKP1"
"CUTA"	0.00194114931938944	0.414849908717906	0.688	0.482	1	"3"	"CUTA"
"BECN1"	0.00195108832189114	0.437577031835089	0.518	0.334	1	"3"	"BECN1"
"MRPS10"	0.00195519927795031	0.311190085704477	0.259	0.135	1	"3"	"MRPS10"
"APRT1"	0.00196046855948075	0.436318677099667	0.723	0.486	1	"3"	"APRT"
"SRSF2"	0.00197368406234219	0.33036268997243	0.786	0.603	1	"3"	"SRSF2"
"MTDH"	0.00197754930176407	0.375480423270268	0.42	0.27	1	"3"	"MTDH"
"PDCD5"	0.00199268783167861	0.459273945892023	0.321	0.185	1	"3"	"PDCD5"
"ZMYM6NB1"	0.00201336254046814	0.490864646125064	0.339	0.199	1	"3"	"ZMYM6NB"
"ACOT13"	0.00201752465080784	0.569383391034034	0.357	0.245	1	"3"	"ACOT13"
"CNOT4"	0.00201835692092302	0.45798818307352	0.384	0.254	1	"3"	"CNOT4"
"AEBP2"	0.00202497583510882	0.41846157408743	0.393	0.255	1	"3"	"AEBP2"
"PRPF4B"	0.00202973407371454	0.272708560428181	0.616	0.428	1	"3"	"PRPF4B"
"GNG2"	0.00203039676481328	0.364209588843725	0.812	0.583	1	"3"	"GNG2"
"CHFR"	0.00203352797536936	0.474217330842833	0.42	0.28	1	"3"	"CHFR"
"PRPS1"	0.00203520439486905	0.400561457450271	0.295	0.165	1	"3"	"PRPS1"
"PRPF6"	0.00204965901437842	0.437316224257664	0.464	0.322	1	"3"	"PRPF6"
"RASGRP1"	0.00205096109708003	0.295855712294812	0.598	0.4	1	"3"	"RASGRP1"
"RP4-583P15.14"	0.00206973401763616	0.418628161104683	0.348	0.204	1	"3"	"RP4-583P15.14"
"DHX29"	0.00208334433513347	0.430365840073762	0.268	0.147	1	"3"	"DHX29"
"SRP14"	0.00208431867085162	0.323004729984881	0.946	0.738	1	"3"	"SRP14"
"RYBP1"	0.00208829899021243	0.275882552144823	0.277	0.154	1	"3"	"RYBP"
"TSTA3"	0.00210291619247841	0.489752966088273	0.438	0.247	1	"3"	"TSTA3"
"CYFIP2"	0.00210837557188382	0.371687285859711	0.679	0.494	1	"3"	"CYFIP2"
"HLA-DQB1"	0.00212338110573377	0.378755199338426	0.473	0.304	1	"3"	"HLA-DQB1"
"XPOT"	0.00212990885272157	0.464482056457623	0.295	0.172	1	"3"	"XPOT"
"PSMG2"	0.0021300978025185	0.496406219273678	0.393	0.233	1	"3"	"PSMG2"
"CHURC1-FNTB"	0.0021398177365267	0.407026151330565	0.259	0.139	1	"3"	"CHURC1-FNTB"
"AFTPH"	0.00214068808837741	0.337720856183798	0.438	0.28	1	"3"	"AFTPH"
"CMTM6"	0.00217748958512433	0.390640723611608	0.598	0.413	1	"3"	"CMTM6"
"GNPTG"	0.00218100658144656	0.466868479710661	0.366	0.215	1	"3"	"GNPTG"
"ARL4C"	0.00219845518048458	0.402644517480751	0.527	0.348	1	"3"	"ARL4C"
"AP1M11"	0.00219852403234007	0.477832495965782	0.446	0.294	1	"3"	"AP1M1"
"COX5B"	0.00221230295788913	0.430301476565441	0.705	0.469	1	"3"	"COX5B"
"YARS"	0.00221289955251326	0.392200240144257	0.411	0.252	1	"3"	"YARS"
"TMEM30A"	0.00222658775466855	0.372306027620278	0.464	0.303	1	"3"	"TMEM30A"
"SLC25A5"	0.00223671853036176	0.351353517857802	0.839	0.641	1	"3"	"SLC25A5"
"PDPK1"	0.00225296455808425	0.440351374227004	0.321	0.196	1	"3"	"PDPK1"
"CTB-12A17.3"	0.00225861564596846	0.320132651882769	0.286	0.162	1	"3"	"CTB-12A17.3"
"PPP1R12A"	0.00226189402927788	0.320512477274828	0.723	0.514	1	"3"	"PPP1R12A"
"SDCCAG8"	0.00226324731303149	0.48426550602449	0.268	0.154	1	"3"	"SDCCAG8"
"TSPO1"	0.00226992172151973	0.427903503822133	0.652	0.439	1	"3"	"TSPO"
"EMC4"	0.00228754449812487	0.509417468559616	0.464	0.292	1	"3"	"EMC4"
"DDX19B"	0.00228902217121255	0.50630205833404	0.286	0.168	1	"3"	"DDX19B"
"CDKN1B"	0.00229550319320491	0.355480019480926	0.482	0.318	1	"3"	"CDKN1B"
"BTF3L41"	0.00229788649622199	0.505344339061333	0.366	0.235	1	"3"	"BTF3L4"
"OLA1"	0.00230530411049354	0.49495155067702	0.286	0.165	1	"3"	"OLA1"
"SLC7A6"	0.0023062965090019	0.401396708533998	0.518	0.355	1	"3"	"SLC7A6"
"CAMTA2"	0.00230980833917905	0.340803618007271	0.33	0.199	1	"3"	"CAMTA2"
"TBC1D10A"	0.00232442047832157	0.456965018090253	0.25	0.134	1	"3"	"TBC1D10A"
"SRI1"	0.00232614966362116	0.442989831525047	0.518	0.315	1	"3"	"SRI"
"PEF1"	0.00232688410295683	0.457083214002088	0.411	0.243	1	"3"	"PEF1"
"IRAK4"	0.00236062308127057	0.396443299402114	0.366	0.229	1	"3"	"IRAK4"
"MRPS34"	0.00236814826162534	0.496718564869075	0.464	0.274	1	"3"	"MRPS34"
"DOCK11"	0.0023753673485934	0.263775324328961	0.482	0.321	1	"3"	"DOCK11"
"SUPT4H11"	0.00237981492784847	0.507297879406587	0.304	0.176	1	"3"	"SUPT4H1"
"COMMD3"	0.00238468779385349	0.483108757468258	0.429	0.266	1	"3"	"COMMD3"
"TMED3"	0.00239332363135498	0.473785559933201	0.286	0.159	1	"3"	"TMED3"
"PLEKHA2"	0.00239569448181296	0.31905310316647	0.393	0.247	1	"3"	"PLEKHA2"
"NPC2"	0.00239770417824817	0.498366465489999	0.286	0.162	1	"3"	"NPC2"
"PRDX51"	0.00242639900868321	0.495614123316884	0.634	0.402	1	"3"	"PRDX5"
"DTX3L"	0.00244879895743881	0.36500243304253	0.473	0.304	1	"3"	"DTX3L"
