"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"
"TRIM25"	0.0177437051930105	-0.273486793422116	0.135	0.202	1
"SNORA63"	0.0177809464922729	0.272405934958032	0.104	0.061	1
"MAP2K2"	0.0180208117156456	-0.337974634614276	0.175	0.241	1
"DPYSL2"	0.0180665261495778	-0.254316488759439	0.143	0.213	1
"ACTR10"	0.0182145422605921	-0.356023757878361	0.159	0.226	1
"AP001877.1"	0.0182710279805391	0.342901384895799	0.108	0.065	1
"AMMECR1"	0.0182964549993175	0.347063073828713	0.151	0.101	1
"IFI27L2"	0.0184163188025537	-0.329164610421239	0.131	0.196	1
"SNHG6"	0.0185113616882752	0.258495982066004	0.339	0.264	1
"PRMT7"	0.0186056475242882	-0.386820197599942	0.104	0.16	1
"RRP8"	0.0186096141433394	0.274396056176033	0.151	0.099	1
"ARL5B"	0.0186344289886693	0.323348085498785	0.139	0.092	1
"C19orf48"	0.0187488484571269	0.304671920865421	0.12	0.074	1
"PDPR"	0.0187972725011175	0.280074515288083	0.219	0.158	1
"SCMH1"	0.0188610905262838	0.258834718746734	0.116	0.07	1
"ZNF280D"	0.0189319372286363	-0.360938045132086	0.139	0.199	1
"COG6"	0.0189438427342787	0.271304793878564	0.143	0.093	1
"SPICE1"	0.0189533859106125	0.288557570605745	0.135	0.086	1
"RP11-143J12.3"	0.0189853737297967	-0.288394986105828	0.06	0.111	1
"PHB2"	0.0189899396769676	0.254630218144096	0.386	0.325	1
"AKIRIN2"	0.0189926503923596	-0.276000082653929	0.291	0.365	1
"THOC7"	0.0190185175732043	-0.339640901011707	0.147	0.215	1
"RSL24D1"	0.0190606588320419	0.254649534337601	0.367	0.292	1
"GNA15"	0.0190932908867926	-0.286460895269767	0.159	0.23	1
"CSK"	0.0191023104601723	-0.255529134165774	0.382	0.449	1
"DFNB31"	0.0192360164232866	-0.318212161554609	0.191	0.257	1
"ARNTL"	0.0192392330152374	-0.267935207885643	0.247	0.326	1
"MED31"	0.0192410210864339	0.316329999196655	0.191	0.134	1
"FGD5-AS1"	0.0192810447355718	0.326845141923603	0.235	0.177	1
"UBTF"	0.0193375123654697	0.254840440357187	0.235	0.171	1
"USO1"	0.0194145597844129	0.295009952018983	0.287	0.222	1
"TRAF3"	0.0194153062413434	-0.271312470649639	0.283	0.362	1
"WDR46"	0.019424764138562	0.292828248745352	0.179	0.123	1
"NDC1"	0.0194536589335862	0.305456319808213	0.108	0.065	1
"SLC1A5"	0.0195644743207538	0.268530689533759	0.227	0.165	1
"GIMAP5"	0.0195839469780727	-0.266857424211019	0.307	0.395	1
"TOX2"	0.0198092254884019	0.286323230381595	0.279	0.213	1
"PLRG1"	0.0198538959943667	-0.371471294584206	0.108	0.166	1
"ZC3H14"	0.0199225463353175	0.281134924844881	0.187	0.129	1
"COG7"	0.0199291557132292	0.295051832985581	0.155	0.102	1
"LTV1"	0.0202516784000144	0.288992687781016	0.131	0.083	1
"RP11-299J3.8"	0.02029576830314	0.325775383913665	0.195	0.138	1
"DYNC1LI2"	0.0204652070647115	0.296832355159037	0.191	0.134	1
"FAM21A"	0.0205088996216697	0.280297562675198	0.271	0.208	1
"PHF11"	0.02050974734756	-0.254274188067814	0.315	0.405	1
"LGALS9"	0.0205459716000554	-0.274589037233983	0.235	0.309	1
"MTHFD1"	0.0206792298165482	-0.415790614119457	0.151	0.208	1
"HTATIP2"	0.0207325113249434	-0.302921303937625	0.187	0.266	1
"GALK1"	0.0207600858650056	-0.385360518303473	0.06	0.109	1
"SHKBP1"	0.0208178758097472	-0.250222879965606	0.279	0.359	1
"LRIF1"	0.0208314259189489	0.275019883438625	0.151	0.099	1
"NMT2"	0.0208458288623194	-0.273303977352319	0.131	0.195	1
"MRPS30"	0.0209243419819057	0.250874526314949	0.191	0.131	1
"NDUFAB1"	0.021043133755494	-0.31121029446139	0.183	0.249	1
"IMPDH2"	0.0210646123612843	0.271297834165102	0.235	0.169	1
"HPSE"	0.0213796988414174	-0.297515220487421	0.08	0.134	1
"CCR2"	0.0214205288843503	-0.286227984722291	0.06	0.11	1
"JMJD7"	0.0214525880583536	-0.304766098021092	0.08	0.135	1
"PIK3R1"	0.0215423826880471	-0.300956303736025	0.143	0.208	1
"CD58"	0.0215764023016396	-0.25677144245356	0.319	0.389	1
"LCOR"	0.0216178967641876	-0.304999372454728	0.203	0.271	1
"PACS1"	0.0216197243210579	0.262804632763553	0.359	0.294	1
"SMIM11"	0.0216341002778943	0.301120144448107	0.127	0.081	1
"TRAPPC6A"	0.021776809450619	0.338441239673645	0.191	0.137	1
"RBM26"	0.0220070963039911	-0.251371743506017	0.183	0.253	1
"CAPN12"	0.0220074216181626	-0.250820668418166	0.096	0.152	1
"ZNF7"	0.0220076646420248	-0.306427780955358	0.08	0.134	1
"BAZ2B"	0.022058011160543	0.337911934371522	0.283	0.22	1
"EIF1AXP1"	0.0220858709845119	-0.276761944867479	0.08	0.134	1
"SC5D"	0.0221953956405624	0.254890163398573	0.179	0.123	1
"KSR1"	0.0222169421768049	-0.311885858770107	0.104	0.16	1
"RP11-611O2.3"	0.0222359721023848	-0.280155662484848	0.187	0.258	1
"PCF11"	0.0222549903182435	0.256446123013145	0.339	0.27	1
"NFKBID"	0.0224872640477222	0.30175984902172	0.231	0.17	1
"SHPRH"	0.0225792703395593	0.302387191697459	0.187	0.133	1
"PIK3R4"	0.0225912094579703	0.289647976262279	0.183	0.128	1
"RP3-449O17.1"	0.0228932859914257	-0.282311024503288	0.124	0.188	1
"PLEKHA1"	0.0229414614663635	0.250637718590067	0.116	0.072	1
"ELP4"	0.0231051476661718	-0.294279212123566	0.072	0.124	1
"PYCARD"	0.0231575545781699	-0.299255008810731	0.151	0.216	1
"NCAPG2"	0.0231846530726072	0.322625894694978	0.104	0.064	1
"POLR2B"	0.0232542966168638	0.259687153508313	0.307	0.243	1
"CGGBP1"	0.0234474074888066	0.27045346353331	0.319	0.255	1
"ARHGAP5"	0.0237421717150679	-0.273104179009639	0.06	0.108	1
"ATP2C1"	0.0237740598184028	0.32100081610506	0.239	0.182	1
"CARS2"	0.0238156408947234	0.258269210580075	0.116	0.072	1
"MCPH1"	0.0238329317070668	-0.327605902727574	0.104	0.158	1
"MED30"	0.0238342689496843	-0.318036884884452	0.116	0.177	1
"FOXK1"	0.0242444029167118	-0.269450335639437	0.147	0.205	1
"RP11-603B24.1"	0.0242715745884232	-0.325616389252441	0.076	0.128	1
"USP19"	0.0242885072337318	0.258616572650497	0.12	0.075	1
"EIF2D"	0.0243919444937908	0.253734812920414	0.171	0.116	1
"RPL18P10"	0.0244312650935708	0.252694029688611	0.135	0.085	1
"MRPL53"	0.0245725856151349	0.313433802957691	0.215	0.157	1
"MYO9A"	0.0245745095332418	0.271932086627403	0.143	0.095	1
"SKIV2L"	0.0247284685897635	-0.27527603958095	0.131	0.2	1
"PGM2L1"	0.0249808459579065	0.26343603701253	0.207	0.152	1
"ABT1"	0.0250852815921431	-0.296520306626805	0.12	0.18	1
"RP11-353N4.6"	0.025097098513644	0.256848578886799	0.394	0.335	1
"METTL8"	0.0251306005739509	-0.271194714004023	0.175	0.244	1
"TMEM167B"	0.0251587756434183	-0.278319221375581	0.064	0.112	1
"SEC61A2"	0.0251899693795151	-0.311195736648594	0.08	0.131	1
"YEATS2"	0.0253557099586034	-0.286024997180301	0.231	0.295	1
"ODF3B"	0.0255643562710201	-0.423153445591648	0.124	0.175	1
"VAMP3"	0.0257368905039858	-0.278729017614306	0.08	0.134	1
"ACOT9"	0.0257676837499471	-0.256126647860916	0.195	0.266	1
"RPL22L1"	0.0259025772958979	0.291293461737941	0.219	0.165	1
"FAM179B"	0.0259339406936855	0.281638690039731	0.135	0.089	1
"ZNF200"	0.0260999213435379	0.266460185455109	0.1	0.06	1
"ANKRD54"	0.0261346688876202	0.28646726951091	0.167	0.116	1
"RP11-1212A22.4"	0.0261802644091004	0.250011446889761	0.247	0.186	1
"ASB7"	0.0261905089806516	0.327144603184067	0.131	0.087	1
"FLYWCH1"	0.0265322536374443	0.265113650285895	0.143	0.095	1
"PLSCR1"	0.0265415337434595	-0.335518094552495	0.135	0.191	1
"MRPL36"	0.0266763777052854	-0.287362717443443	0.076	0.127	1
"EXOSC9"	0.0266911657111702	-0.264242095530135	0.096	0.15	1
"STIM2"	0.0271257036762019	0.256592503705556	0.151	0.102	1
"KEAP1"	0.0271628116937149	-0.304396386167101	0.124	0.18	1
"LRRC37A4P"	0.0272964785136511	0.281085651060252	0.283	0.225	1
"DGCR2"	0.0274204163570242	-0.268845353279083	0.171	0.238	1
"TRNAU1AP"	0.0275581400685324	0.255942814686191	0.219	0.157	1
"SNAP47"	0.027643999963487	-0.302719087977616	0.207	0.267	1
"HTRA2"	0.0277112047942675	-0.253041151686021	0.147	0.209	1
"GOLIM4"	0.0278072755618122	-0.272873263993337	0.072	0.119	1
"MAGOHB"	0.027907067570552	0.257437199665617	0.124	0.078	1
"BTN3A3"	0.0279274432173561	-0.254260786963937	0.243	0.317	1
"ECHDC2"	0.028023945304182	0.267408313937438	0.271	0.208	1
"ZFYVE28"	0.0282151660462908	-0.274504760973474	0.104	0.159	1
"ZDHHC18"	0.0283388387329954	-0.298378865806152	0.155	0.215	1
"C16orf80"	0.0286810006766126	-0.314370067704897	0.143	0.203	1
"RFXANK"	0.02874260633398	-0.292955092651292	0.127	0.186	1
"NDUFB4"	0.0289854736935364	-0.274937730696523	0.227	0.302	1
"POLR3K"	0.0292381629442986	-0.282820823656788	0.1	0.156	1
"MRPS24"	0.0294077727892461	-0.314667413304862	0.163	0.219	1
"NKAP"	0.0295104863941448	-0.300474001530927	0.084	0.135	1
"NDUFA2"	0.0295555475072618	-0.293385737661652	0.179	0.241	1
"WDR61"	0.0296613954896223	0.300334246146372	0.259	0.196	1
"MAGEH1"	0.02981868549562	-0.256855807773182	0.255	0.32	1
"ANXA1"	0.0299037207781326	0.280190335717454	0.283	0.218	1
"SRP72P2"	0.0300328673377972	0.303448919438163	0.124	0.081	1
"C1orf228"	0.0303175075481432	0.269955718632966	0.104	0.064	1
"KPNA3"	0.0304388353933417	0.270161222796512	0.163	0.114	1
"FAHD2A"	0.0305725437348464	-0.294258985105772	0.124	0.179	1
"NCK1"	0.03068569708511	-0.32748264281182	0.179	0.237	1
"STARD4"	0.030720923460867	-0.278894865228047	0.06	0.106	1
"CTD-2301A4.3"	0.0307735930902283	0.275530000802793	0.108	0.067	1
"CUTC"	0.0308120432772445	-0.322866903738515	0.084	0.133	1
"MRPL45"	0.0309540256031006	-0.303009613846393	0.06	0.106	1
"XXYLT1"	0.031066052000777	0.285929230635541	0.104	0.065	1
"MED21"	0.0312192245126442	-0.295193737145954	0.088	0.138	1
"NOSIP"	0.0312548452236957	0.264435728876534	0.275	0.212	1
"FNTA"	0.0313107922182282	0.259549281484214	0.127	0.083	1
"ZNF431"	0.0313615456045875	-0.318610335137876	0.084	0.132	1
"ANAPC11"	0.0314183385481856	-0.265719403276091	0.235	0.301	1
"ZNF267"	0.0315057153147451	-0.252450966931247	0.235	0.305	1
"RNU2-2P"	0.0315561906671412	-0.30311408954287	0.127	0.186	1
"LMF2"	0.0315605353822319	-0.254756850512689	0.231	0.296	1
"MRPL1"	0.0318640528816823	0.29309820521734	0.251	0.195	1
"C6orf1"	0.0320204941510679	-0.3108953294353	0.139	0.199	1
"PPIP5K2"	0.0320346616351936	0.311834376460068	0.291	0.234	1
"FEM1B"	0.0321343598305594	0.326144858073764	0.135	0.092	1
"LRMP"	0.0321535410230279	0.275305935349868	0.271	0.212	1
"IPO11"	0.0321751603068714	0.291870137250461	0.1	0.061	1
"CPD"	0.0322184219400022	-0.255146340348766	0.147	0.207	1
"YIF1B"	0.0323677729593652	-0.31531103932141	0.116	0.17	1
"CINP"	0.0324508343035115	-0.329608779731594	0.056	0.1	1
"AIMP1"	0.0326022750738592	-0.294578490416842	0.151	0.21	1
"MADD"	0.0326203688749683	0.250135322098422	0.319	0.26	1
"RBM23"	0.0326470544993386	0.262688915688138	0.299	0.244	1
"MCMBP"	0.0327046058110716	0.32937054153727	0.191	0.143	1
"KCTD7"	0.033001110863954	0.275953215572356	0.155	0.108	1
"ZNHIT1"	0.0331149881431811	-0.251564402736122	0.279	0.336	1
"CARD16"	0.0332351220133086	-0.259008021664708	0.343	0.422	1
"ZNF827"	0.0333094860777268	0.253111751014749	0.139	0.094	1
"PIH1D1"	0.0333326834106028	0.256236208067904	0.271	0.21	1
"RPA3"	0.0337626789584305	0.257234904189356	0.195	0.138	1
"NIPAL3"	0.0339510787069025	-0.274322347747233	0.203	0.267	1
"CDK7"	0.0341558787515372	-0.294917705334958	0.092	0.143	1
"NOC4L"	0.0342277985438698	-0.262348502206705	0.068	0.114	1
"GALNS"	0.0344155802316491	-0.286659815813526	0.08	0.127	1
"ANKRD36C"	0.0348826585581343	0.273559676735391	0.522	0.497	1
"LDLR"	0.0351030715607641	0.302507718618432	0.175	0.127	1
"KLF10"	0.0353539199479274	0.345070898360082	0.163	0.118	1
"RP11-500M8.7"	0.0353784776217218	-0.265345805483664	0.116	0.17	1
"ZBED5"	0.0354000112465075	0.292685522413172	0.231	0.176	1
"RAC1"	0.0354069448914354	0.358338467806968	0.239	0.195	1
"DCP1B"	0.0356799421951115	-0.259204107464282	0.104	0.159	1
"TMEM214"	0.0356898735954904	-0.289385176891695	0.08	0.127	1
"HEXDC"	0.0357515499034597	-0.293730237343173	0.076	0.123	1
"PSPC1"	0.0358064583657615	0.256494637374326	0.394	0.326	1
"NOL6"	0.035959679417347	0.262046491534899	0.139	0.094	1
"TMEM256-PLSCR3"	0.0361024970028115	-0.260728297963434	0.247	0.312	1
"CELF2-AS1"	0.0361731848111942	0.340898064114689	0.108	0.07	1
"CLASP2"	0.0364582726528089	0.258279806014364	0.275	0.215	1
"SUGP1"	0.0364780913147438	-0.268516834130487	0.127	0.182	1
"USPL1"	0.0366556334385085	0.317283131156194	0.175	0.128	1
"DNAJC17"	0.0368134448569111	-0.255735001570498	0.06	0.104	1
"ABHD14B"	0.036867643786097	-0.260336865646962	0.215	0.288	1
"DUS3L"	0.0373428892225553	0.280781635199337	0.124	0.082	1
"MRPS22"	0.0377726521328882	0.259344381621406	0.159	0.11	1
"ATF2"	0.0380799311057338	0.279855440954058	0.255	0.2	1
"IRF2"	0.03810396555384	-0.250441295804525	0.299	0.359	1
"DIABLO"	0.0382172270910124	-0.295174977248036	0.183	0.242	1
"HNRNPA1P21"	0.0385091827336872	-0.321178438198269	0.124	0.177	1
"MTHFD1P1"	0.0389261580162808	0.370036492378409	0.12	0.081	1
"PRR5L"	0.0396489682207576	0.280699133362298	0.116	0.075	1
"DLGAP1-AS1"	0.0397548003995979	-0.346676188123298	0.08	0.125	1
"NFATC2IP"	0.0397684155620245	0.253725022568149	0.199	0.148	1
"SLC39A3"	0.0399934652336637	-0.335242132873865	0.064	0.108	1
"DNAJA4"	0.0402873638881667	0.289129206415698	0.255	0.201	1
"SUPV3L1"	0.0404521065570608	-0.268267893159531	0.088	0.136	1
"KBTBD8"	0.0406336041424806	-0.262277495381043	0.064	0.109	1
"RAB3IP"	0.0407735833243701	0.321392108355181	0.124	0.083	1
"C16orf58"	0.0410076569137642	0.253312372403875	0.131	0.087	1
"RNF170"	0.041363762362754	-0.319417837789165	0.068	0.11	1
"NAPRT1"	0.0416488688426301	-0.273283388466437	0.167	0.224	1
"CTBS"	0.0417274289147978	-0.258589199459032	0.139	0.194	1
"REV3L"	0.0419635316428481	0.300191919902986	0.247	0.196	1
"ISOC1"	0.0420695476556298	-0.333399834964104	0.112	0.16	1
"C15orf53"	0.042107216117114	-0.274581705261251	0.076	0.119	1
"RP11-403P17.3"	0.0421866384168035	-0.28469768123032	0.1	0.148	1
"HS3ST3B1"	0.0422005657464419	-0.251797315295046	0.299	0.369	1
"NSUN2"	0.0422660487406012	0.26357751806421	0.267	0.213	1
"ILF2"	0.0425653804414547	-0.250588627984213	0.327	0.401	1
"SDCCAG8"	0.0428610784376357	0.25818778068241	0.207	0.153	1
"CD274"	0.0432033869260044	-0.29473678555966	0.092	0.138	1
"NUP37"	0.0432270852727655	-0.296134880345035	0.064	0.106	1
"DNTTIP2"	0.0435964368587398	0.297974477008927	0.263	0.211	1
"MBD2"	0.0436690129705856	-0.286245274595351	0.139	0.191	1
"CRTAP"	0.0437299779555729	-0.264934159626436	0.199	0.26	1
"PIGY"	0.0437689038993839	0.259492151479049	0.199	0.146	1
"ICA1"	0.043857242695668	0.256738665592791	0.323	0.269	1
"HIST1H1C"	0.0442179418411319	-0.260922161289163	0.088	0.136	1
"GCC1"	0.0442182393200502	0.313380019024028	0.112	0.074	1
"EIF2AK4"	0.0443451752337543	0.272475508676802	0.127	0.086	1
"HMBOX1"	0.0445701632263332	0.255225084737397	0.243	0.191	1
"STK39"	0.0446553243287614	0.312145927898472	0.1	0.065	1
"RNF139"	0.0446857624924822	0.306524455421526	0.159	0.117	1
"ZNF775"	0.0447174962121944	-0.341879295226295	0.08	0.123	1
"LYAR"	0.0449474198707046	0.267571828848672	0.112	0.073	1
"CXorf38"	0.0451832907966271	-0.27203129782941	0.084	0.132	1
"MZB1"	0.045254462998561	-0.309945419312521	0.08	0.126	1
"ADA"	0.0454782450286184	-0.350692936466296	0.108	0.153	1
"HAVCR2"	0.0458876404935675	-0.261640355347594	0.171	0.23	1
"UBE2H"	0.0460496554289291	0.279080519361361	0.223	0.173	1
"ELOF1"	0.0463745478406146	-0.268049814997663	0.187	0.246	1
"FKBP4"	0.0463832150516879	0.265114745249038	0.219	0.163	1
"KIAA1683"	0.0464690514888844	0.286450609500121	0.303	0.255	1
"ALDH3A2"	0.0469610198215045	0.27172544963496	0.203	0.154	1
"PNP"	0.0469616797583633	0.307153724377165	0.151	0.108	1
"KDELR1"	0.0472388846553707	-0.254498598372033	0.147	0.202	1
"DNAJC25"	0.0473279902727248	-0.266655391220485	0.068	0.109	1
"TADA3"	0.04769836829487	-0.252414806393142	0.227	0.278	1
"STX11"	0.0487727192075426	0.259683436911052	0.175	0.127	1
"PABPC4"	0.0489703497933237	0.301821210556237	0.159	0.116	1
"COMMD5"	0.0490361493137958	-0.268625412522342	0.104	0.156	1
"YARS"	0.0492257527030529	-0.271157994486596	0.223	0.28	1
"FBXO9"	0.0492641795799893	-0.259181689515257	0.084	0.129	1
"COX20"	0.0494378106000406	0.25244995808708	0.283	0.226	1
"PDCD2"	0.0494597893356897	0.252768315827711	0.155	0.11	1
"AL645728.2"	0.049495241158695	0.287083270811054	0.1	0.065	1
"IMPACT"	0.0505003667291868	0.276917316518486	0.108	0.07	1
"ATP6V1F"	0.0507748623725753	-0.27378180281158	0.239	0.3	1
"C9orf38"	0.0509608457152045	-0.269281403695445	0.064	0.106	1
"ALG3"	0.0513334453350042	-0.29630423673929	0.084	0.127	1
"HAUS3"	0.0513663500286143	-0.275964902477512	0.147	0.2	1
"ULK4"	0.051753605456548	0.302215000461099	0.116	0.078	1
"MSTO1"	0.0518250856259984	-0.353701260640464	0.112	0.157	1
"FTO"	0.0519285931575296	-0.258463535312724	0.159	0.211	1
"CTD-2031P19.5"	0.0520075147193732	-0.324829993823397	0.135	0.178	1
"COG4"	0.0520775025455109	0.285746289349926	0.247	0.196	1
"TCTA"	0.0520932518148409	0.296746059568875	0.135	0.094	1
"XPO5"	0.0521579892976137	0.281813606931722	0.167	0.123	1
"OTUD4"	0.0523305934781761	0.278964333493988	0.155	0.114	1
"TOPORS"	0.0532162970074726	0.254334284096211	0.219	0.17	1
"KLRG1"	0.053572774536403	0.316242444111929	0.108	0.073	1
"FAM21C"	0.053737576276245	0.267930500432488	0.271	0.22	1
"DICER1"	0.0538057948301329	0.276952923747811	0.171	0.127	1
"TMEM70"	0.0538727494661685	0.304902203075353	0.187	0.144	1
"CKS2"	0.0540692985535101	0.252784189781799	0.255	0.199	1
"FAM193B"	0.0541661575143019	-0.263985247101017	0.08	0.123	1
"RTTN"	0.0544873187949297	0.268808363683295	0.131	0.092	1
"DNAJB4"	0.0545909943315355	0.267088315219301	0.227	0.179	1
"EIF3B"	0.0547067071293543	0.29373994502565	0.151	0.111	1
"SMC1A"	0.055327874183357	-0.261253511109462	0.183	0.238	1
"RSPRY1"	0.0553482199621479	0.264667988692478	0.211	0.163	1
"WDR13"	0.0557012708045782	-0.286055993865759	0.072	0.112	1
"PAICS"	0.0559373977562944	-0.295671593437455	0.068	0.107	1
"BRD1"	0.0560190858257935	0.263196365616163	0.195	0.149	1
"ITPA"	0.0565378477695462	0.254715815801718	0.267	0.212	1
"INSIG2"	0.0572014709875769	-0.302725769231911	0.068	0.107	1
"ARHGAP11B"	0.0589173443605438	0.269182038641875	0.139	0.099	1
"SCAF4"	0.0591308615558937	0.258579278357556	0.287	0.234	1
"PDHX"	0.0597170448367174	-0.258332684216004	0.072	0.111	1
"ELP5"	0.05997182511109	0.259625044192432	0.163	0.121	1
"NUDT22"	0.0602891844377072	-0.251021430236969	0.203	0.258	1
"INPP5K"	0.0609082778288589	-0.26775287750425	0.167	0.217	1
"PIAS2"	0.0609582648128469	0.263369099127878	0.155	0.114	1
"ACTR1B"	0.0611033293136864	-0.267191421193157	0.183	0.24	1
"KAT6B"	0.0611630295492926	0.266120800728664	0.323	0.274	1
"OSER1"	0.0621763788247859	0.286363948055718	0.235	0.19	1
"CCDC137"	0.062225688836508	-0.253676454609793	0.08	0.121	1
"DGCR6L"	0.0624018802731771	-0.25605569065141	0.163	0.212	1
"DUSP18"	0.0624065906085851	-0.28067636372773	0.08	0.12	1
"ZFYVE26"	0.062967406796018	-0.294703064028597	0.108	0.151	1
"C1orf27"	0.0635043089432141	0.261051295454288	0.139	0.1	1
"UBE2J1"	0.0644635239944006	0.250026260853731	0.207	0.162	1
"NIPSNAP1"	0.0644720883222332	-0.271288053144657	0.139	0.187	1
"VPS51"	0.0644949530710022	0.265067583876699	0.219	0.17	1
"RP11-305M3.2"	0.0653159877431188	-0.255214798538853	0.068	0.106	1
"NCALD"	0.0654082057670595	-0.250438722894679	0.203	0.258	1
"CHM"	0.0656404576419327	0.25203659376357	0.159	0.118	1
"ZNF266"	0.0670874126729723	0.271440664791156	0.227	0.182	1
"RP11-1035H13.3"	0.0674070321705616	-0.274139919464014	0.08	0.119	1
"SUN1"	0.0675741122518051	0.275639932115025	0.159	0.12	1
"C9orf156"	0.0676119958597967	-0.305789371369812	0.076	0.115	1
"ENY2"	0.0678602727570596	-0.282510889220044	0.167	0.215	1
"LINC00116"	0.0682125218091737	-0.290960841800008	0.072	0.11	1
"DHDDS"	0.0683667609013345	-0.251011264253206	0.072	0.111	1
"CD320"	0.0687794809390508	-0.28998301259162	0.131	0.176	1
"SREBF1"	0.0687929227790517	0.259688254539253	0.127	0.091	1
"CCDC144B"	0.0701024748463902	-0.264508060077117	0.187	0.242	1
"GMCL1"	0.0714875256144278	0.294402139017192	0.199	0.159	1
"MRPL54"	0.0745566294153463	-0.282136457616023	0.104	0.145	1
"FBXO34"	0.0745878150062506	0.29837994284066	0.191	0.15	1
"VPS33A"	0.0749677622870333	-0.283180945988064	0.143	0.19	1
"HINT2"	0.0751455952934462	-0.259277402060569	0.096	0.137	1
"MRPL4"	0.0753775466055476	0.251775378579584	0.227	0.186	1
"THOC1"	0.0762481504854138	0.265664920530102	0.151	0.112	1
"DAK"	0.0775632262719621	-0.291567359061612	0.104	0.145	1
"PNMA1"	0.078311112943249	0.261814541498739	0.163	0.124	1
"CDK5RAP2"	0.0794189189660301	0.307966726132454	0.247	0.211	1
"ZDHHC12"	0.0798731712324708	-0.253356011659519	0.155	0.196	1
"KPNB1"	0.0805967865516312	0.253734189878504	0.458	0.439	1
"BLVRA"	0.080967885174778	-0.251207054772178	0.104	0.146	1
"PHAX"	0.0811623220361531	-0.286140669177881	0.104	0.144	1
"CUL2"	0.0817056642091034	0.26222429849312	0.191	0.15	1
"BAP1"	0.0817133455808106	0.316797422475929	0.167	0.131	1
"PRPF4"	0.0828870823889083	0.342822583290866	0.175	0.137	1
"MALSU1"	0.0838268674868615	-0.275227106853995	0.084	0.123	1
"CDK9"	0.0843565557956417	0.271474899474529	0.104	0.073	1
"SNHG17"	0.0861054552683659	0.325755792695661	0.175	0.14	1
"LPAR6"	0.0866761974162799	-0.281981516093099	0.127	0.169	1
"TPRKB"	0.0866947429183571	0.254720701306378	0.116	0.082	1
"RNASEH1"	0.0886147917932806	-0.313686946002647	0.076	0.109	1
"ING5"	0.0886387661019809	0.282473749442225	0.104	0.073	1
"ENO2"	0.0891665797558517	-0.265495843635985	0.072	0.107	1
"DCTN3"	0.0899515093942502	-0.250527890161814	0.187	0.237	1
"MRPS18A"	0.0899672247918328	-0.325805891858072	0.104	0.141	1
"TIAM2"	0.0904327438853901	0.251170794792092	0.12	0.086	1
"GTF2H1"	0.0921690358080009	0.270837030227126	0.183	0.143	1
"RRN3P3"	0.0922771829664492	-0.262473903535153	0.108	0.146	1
"EXOC5"	0.0942966136250996	-0.255908402248333	0.112	0.152	1
"ATIC"	0.0945395955960732	-0.268705918332447	0.135	0.177	1
"TDP1"	0.0948347144158477	-0.254557348742258	0.151	0.194	1
"NUP62"	0.0979699061281021	-0.293169593849595	0.167	0.21	1
"TXNDC17"	0.10177556248157	-0.251512939116539	0.131	0.171	1
"TAPBPL"	0.102137397728088	-0.266851502120325	0.143	0.186	1
"NHLRC2"	0.10241344886134	0.258472436266571	0.151	0.117	1
"ATP6V1E1"	0.103090670369374	-0.263386101911592	0.195	0.237	1
"SLFN11"	0.103346002674831	0.313398296219629	0.124	0.092	1
"TM2D2"	0.104332908883315	-0.268025006015201	0.072	0.104	1
"TANGO2"	0.10489765000898	-0.267817840486488	0.139	0.178	1
"ZDHHC21"	0.107068845833804	0.289219353843228	0.175	0.142	1
"ISCA1"	0.111263279118006	0.2525929513193	0.191	0.157	1
"GALNT1"	0.117972692175682	0.29774426726982	0.167	0.135	1
"CAND1"	0.11811293089918	0.275205603681623	0.263	0.228	1
"OARD1"	0.121177833401435	-0.273872654270248	0.1	0.136	1
"HNRNPAB"	0.125214557447394	0.275023536209324	0.187	0.156	1
"C22orf29"	0.128184839299477	-0.264582344981698	0.08	0.111	1
"RP11-295P9.3"	0.128472282530709	0.250671579675093	0.108	0.079	1
"DLEU1"	0.129194901682341	0.264378693485962	0.104	0.076	1
"SLC38A9"	0.138208409957961	0.288997498555098	0.112	0.084	1
"CYP20A1"	0.145733651961661	-0.250197945312193	0.179	0.215	1
"SRSF9"	0.156066061488719	0.2730917744426	0.171	0.142	1
"NAAA"	0.158791323978887	0.253448844510924	0.151	0.12	1
"ACTN1"	0.158829506264304	0.381456300659308	0.311	0.287	1
"INTS3"	0.163940532431333	0.2630020780446	0.251	0.222	1
"BCAS4"	0.184155218117032	0.263845772607757	0.207	0.177	1
"PLAGL1"	0.202790378104644	-0.257704515454116	0.08	0.103	1
"YWHAH"	0.261162556316847	0.274640456682024	0.151	0.129	1
"TTL"	0.364905330789969	0.28944032492835	0.175	0.16	1
